"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sqav_profit","sqavp_wocp"
"6627","Southern","Tracking",0.45,354,0.055,16,4.6,17468.86702,1.7,1853,9424.98386965003,683.366849650029
"6628","Southern","Tracking",0.45,354,0.055,17,4.6,17966.11702,1.6,1744,9922.23386965003,90.6168496500286
"6629","Southern","Tracking",0.45,354,0.055,15,6.4,19029.11702,2,2180,8407.16569081392,755.548670813925
"6630","Southern","Tracking",0.45,354,0.055,16,6.4,19962.36702,1.9,2071,9340.41569081392,598.798670813925
"6631","Southern","Tracking",0.45,354,0.055,17,6.4,20677.61702,1.8,1962,10055.6656908139,224.048670813925
"6632","Southern","Tracking",0.45,354,0.055,17,8.2,23389.11702,2,2180,10189.0975119778,357.480491977814
"6633","Black Belt","Fixed",0.5,413,0.055,14,4.6,16849.11702,2,2180,7018.48675042595,456.869730425955
"6634","Black Belt","Fixed",0.5,413,0.055,15,4.6,17891.36702,1.9,2071,8060.73675042595,409.119730425955
"6635","Black Belt","Fixed",0.5,413,0.055,16,4.6,18715.61702,1.8,1962,8884.98675042595,143.369730425955
"6636","Black Belt","Fixed",0.5,413,0.055,17,4.6,20677.61702,1.8,1962,10846.986750426,1015.36973042595
"6637","Black Belt","Tracking",0.5,413,0.055,14,4.6,16849.11702,2,2180,7221.17501125837,659.557991258369
"6638","Black Belt","Tracking",0.5,413,0.055,15,4.6,17891.36702,1.9,2071,8263.42501125837,611.807991258369
"6639","Black Belt","Tracking",0.5,413,0.055,16,4.6,18715.61702,1.8,1962,9087.67501125837,346.057991258369
"6640","Black Belt","Tracking",0.5,413,0.055,17,4.6,20677.61702,1.8,1962,11049.6750112584,1218.05799125837
"6641","Black Belt","Tracking",0.5,413,0.055,17,6.4,23389.11702,2,2180,10753.4288026163,921.811782616251
"6642","Central","Fixed",0.5,413,0.055,14,4.6,16849.11702,2,2180,6670.00675042596,108.389730425955
"6643","Central","Fixed",0.5,413,0.055,15,4.6,17891.36702,1.9,2071,7712.25675042596,60.6397304259553
"6644","Central","Fixed",0.5,413,0.055,16,4.6,19962.36702,1.9,2071,9783.25675042596,1041.63973042596
"6645","Central","Fixed",0.5,413,0.055,17,4.6,20677.61702,1.8,1962,10498.506750426,666.889730425955
"6646","Central","Tracking",0.5,413,0.055,14,4.6,16849.11702,2,2180,6827.04501125837,265.427991258368
"6647","Central","Tracking",0.5,413,0.055,15,4.6,17891.36702,1.9,2071,7869.29501125837,217.677991258368
"6648","Central","Tracking",0.5,413,0.055,16,4.6,19962.36702,1.9,2071,9940.29501125837,1198.67799125837
"6649","Central","Tracking",0.5,413,0.055,17,4.6,20677.61702,1.8,1962,10655.5450112584,823.927991258368
"6650","Central","Tracking",0.5,413,0.055,17,6.4,23389.11702,2,2180,10359.2988026162,527.68178261625
"6651","Northern","Fixed",0.5,413,0.055,15,4.6,19029.11702,2,2180,8316.01175042596,664.394730425956
"6652","Northern","Fixed",0.5,413,0.055,16,4.6,19962.36702,1.9,2071,9249.26175042596,507.644730425956
"6653","Northern","Fixed",0.5,413,0.055,17,4.6,20677.61702,1.8,1962,9964.51175042596,132.894730425956
"6654","Northern","Tracking",0.5,413,0.055,15,4.6,19029.11702,2,2180,8207.51001125837,555.892991258368
"6655","Northern","Tracking",0.5,413,0.055,16,4.6,19962.36702,1.9,2071,9140.76001125837,399.142991258368
"6656","Northern","Tracking",0.5,413,0.055,17,4.6,20677.61702,1.8,1962,9856.01001125837,24.3929912583681
"6657","Southern","Fixed",0.5,413,0.055,14,4.6,16849.11702,2,2180,7145.31675042595,583.699730425955
"6658","Southern","Fixed",0.5,413,0.055,15,4.6,17891.36702,1.9,2071,8187.56675042595,535.949730425955
"6659","Southern","Fixed",0.5,413,0.055,16,4.6,18715.61702,1.8,1962,9011.81675042595,270.199730425955
"6660","Southern","Fixed",0.5,413,0.055,17,4.6,20677.61702,1.8,1962,10973.816750426,1142.19973042595
"6661","Southern","Tracking",0.5,413,0.055,14,4.6,16849.11702,2,2180,7464.49501125837,902.877991258369
"6662","Southern","Tracking",0.5,413,0.055,15,4.6,17891.36702,1.9,2071,8506.74501125837,855.127991258369
"6663","Southern","Tracking",0.5,413,0.055,16,4.6,18715.61702,1.8,1962,9330.99501125837,589.377991258369
"6664","Southern","Tracking",0.5,413,0.055,17,4.6,19321.86702,1.7,1853,9937.24501125837,105.627991258369
"6665","Southern","Tracking",0.5,413,0.055,16,6.4,21209.11702,2,2180,8816.74880261625,75.1317826162503
"6666","Southern","Tracking",0.5,413,0.055,17,6.4,23389.11702,2,2180,10996.7488026163,1165.13178261625
"6667","Black Belt","Fixed",0.55,472,0.055,15,4.6,19029.11702,2,2180,7794.18956905824,142.572549058239
"6668","Black Belt","Fixed",0.55,472,0.055,16,4.6,21209.11702,2,2180,9974.18956905824,1232.57254905824
"6669","Black Belt","Fixed",0.55,472,0.055,17,4.6,22033.36702,1.9,2071,10798.4395690582,966.822549058239
"6670","Black Belt","Tracking",0.55,472,0.055,15,4.6,19029.11702,2,2180,8025.73115286671,374.114132866705
"6671","Black Belt","Tracking",0.55,472,0.055,16,4.6,19962.36702,1.9,2071,8958.98115286671,217.364132866705
"6672","Black Belt","Tracking",0.55,472,0.055,17,4.6,22033.36702,1.9,2071,11029.9811528667,1198.36413286671
"6673","Central","Fixed",0.55,472,0.055,16,4.6,21209.11702,2,2180,9575.87956905824,834.262549058238
"6674","Central","Fixed",0.55,472,0.055,17,4.6,22033.36702,1.9,2071,10400.1295690582,568.512549058238
"6675","Central","Tracking",0.55,472,0.055,16,4.6,21209.11702,2,2180,9755.22615286671,1013.60913286671
"6676","Central","Tracking",0.55,472,0.055,17,4.6,22033.36702,1.9,2071,10579.4761528667,747.859132866708
"6677","Northern","Fixed",0.55,472,0.055,16,4.6,21209.11702,2,2180,8965.65456905824,224.037549058239
"6678","Northern","Fixed",0.55,472,0.055,17,4.6,23389.11702,2,2180,11145.6545690582,1314.03754905824
"6679","Northern","Tracking",0.55,472,0.055,16,4.6,21209.11702,2,2180,8841.51115286671,99.8941328667079
"6680","Northern","Tracking",0.55,472,0.055,17,4.6,23389.11702,2,2180,11021.5111528667,1189.89413286671
"6681","Southern","Fixed",0.55,472,0.055,15,4.6,19029.11702,2,2180,7939.11456905824,287.497549058238
"6682","Southern","Fixed",0.55,472,0.055,16,4.6,19962.36702,1.9,2071,8872.36456905824,130.747549058238
"6683","Southern","Fixed",0.55,472,0.055,17,4.6,22033.36702,1.9,2071,10943.3645690582,1111.74754905824
"6684","Southern","Tracking",0.55,472,0.055,15,4.6,19029.11702,2,2180,8303.81115286671,652.194132866707
"6685","Southern","Tracking",0.55,472,0.055,16,4.6,19962.36702,1.9,2071,9237.06115286671,495.444132866707
"6686","Southern","Tracking",0.55,472,0.055,17,4.6,20677.61702,1.8,1962,9952.31115286671,120.694132866707
"6687","Black Belt","Fixed",0.6,531,0.055,17,4.6,23389.11702,2,2180,10749.8923876905,918.275367690521
"6688","Black Belt","Tracking",0.6,531,0.055,16,4.6,21209.11702,2,2180,8830.23229447504,88.6152744750452
"6689","Black Belt","Tracking",0.6,531,0.055,17,4.6,23389.11702,2,2180,11010.232294475,1178.61527447505
"6690","Central","Fixed",0.6,531,0.055,17,4.6,23389.11702,2,2180,10301.8073876905,470.190367690522
"6691","Central","Tracking",0.6,531,0.055,17,4.6,23389.11702,2,2180,10503.462294475,671.845274475045
"6692","Southern","Fixed",0.6,531,0.055,17,4.6,23389.11702,2,2180,10912.9123876905,1081.29536769052
"6693","Southern","Tracking",0.6,531,0.055,16,4.6,21209.11702,2,2180,9143.07229447505,401.455274475045
"6694","Southern","Tracking",0.6,531,0.055,17,4.6,22033.36702,1.9,2071,9967.32229447505,135.705274475045
"6695","Black Belt","Fixed",0.65,531,0.055,17,4.6,23389.11702,2,2180,10749.8923876905,918.275367690521
"6696","Black Belt","Tracking",0.65,531,0.055,16,4.6,21209.11702,2,2180,8830.23229447504,88.6152744750452
"6697","Black Belt","Tracking",0.65,531,0.055,17,4.6,23389.11702,2,2180,11010.232294475,1178.61527447505
"6698","Central","Fixed",0.65,531,0.055,17,4.6,23389.11702,2,2180,10301.8073876905,470.190367690522
"6699","Central","Tracking",0.65,531,0.055,17,4.6,23389.11702,2,2180,10503.462294475,671.845274475045
"6700","Southern","Fixed",0.65,531,0.055,17,4.6,23389.11702,2,2180,10912.9123876905,1081.29536769052
"6701","Southern","Tracking",0.65,531,0.055,16,4.6,21209.11702,2,2180,9143.07229447505,401.455274475045
"6702","Southern","Tracking",0.65,531,0.055,17,4.6,22033.36702,1.9,2071,9967.32229447505,135.705274475045
"6703","Southern","Tracking",0.7,590,0.055,17,4.6,23389.11702,2,2180,9982.44343608338,150.826416083377
"6704","Black Belt","Fixed",0.1,59,0.06,11,4.6,4695.11702,1.2,1308,3494.34483863228,202.72781863228
"6705","Black Belt","Fixed",0.1,59,0.06,12,4.6,6003.11702,1.2,1308,4802.34483863228,420.72781863228
"6706","Black Belt","Fixed",0.1,59,0.06,13,4.6,7311.11702,1.2,1308,6110.34483863228,638.72781863228
"6707","Black Belt","Fixed",0.1,59,0.06,14,4.6,8619.11702,1.2,1308,7418.34483863228,856.72781863228
"6708","Black Belt","Fixed",0.1,59,0.06,15,4.6,9927.11702,1.2,1308,8726.34483863228,1074.72781863228
"6709","Black Belt","Fixed",0.1,59,0.06,16,4.6,9988.36702,1.1,1199,8787.59483863228,45.9778186322801
"6710","Black Belt","Fixed",0.1,59,0.06,17,4.6,11187.36702,1.1,1199,9986.59483863228,154.97781863228
"6711","Black Belt","Fixed",0.1,59,0.06,11,6.4,5396.86702,1.3,1417,3610.51593075505,318.898910755055
"6712","Black Belt","Fixed",0.1,59,0.06,12,6.4,6813.86702,1.3,1417,5027.51593075505,645.898910755055
"6713","Black Belt","Fixed",0.1,59,0.06,13,6.4,7311.11702,1.2,1308,5524.76593075505,53.1489107550533
"6714","Black Belt","Fixed",0.1,59,0.06,14,6.4,8619.11702,1.2,1308,6832.76593075505,271.148910755053
"6715","Black Belt","Fixed",0.1,59,0.06,15,6.4,9927.11702,1.2,1308,8140.76593075505,489.148910755053
"6716","Black Belt","Fixed",0.1,59,0.06,16,6.4,11235.11702,1.2,1308,9448.76593075505,707.148910755053
"6717","Black Belt","Fixed",0.1,59,0.06,17,6.4,12543.11702,1.2,1308,10756.7659307551,925.148910755053
"6718","Black Belt","Fixed",0.1,59,0.06,11,8.2,6800.36702,1.5,1635,3918.90732381582,627.290303815824
"6719","Black Belt","Fixed",0.1,59,0.06,12,8.2,7624.61702,1.4,1526,4743.15732381582,361.540303815824
"6720","Black Belt","Fixed",0.1,59,0.06,13,8.2,9150.61702,1.4,1526,6269.15732381582,797.540303815824
"6721","Black Belt","Fixed",0.1,59,0.06,14,8.2,9647.86702,1.3,1417,6766.40732381583,204.790303815826
"6722","Black Belt","Fixed",0.1,59,0.06,15,8.2,11064.86702,1.3,1417,8183.40732381583,531.790303815826
"6723","Black Belt","Fixed",0.1,59,0.06,16,8.2,12481.86702,1.3,1417,9600.40732381583,858.790303815826
"6724","Black Belt","Fixed",0.1,59,0.06,17,8.2,13898.86702,1.3,1417,11017.4073238158,1185.79030381583
"6725","Black Belt","Tracking",0.1,59,0.06,11,4.6,4695.11702,1.2,1308,3554.85816160834,263.241141608338
"6726","Black Belt","Tracking",0.1,59,0.06,12,4.6,6003.11702,1.2,1308,4862.85816160834,481.241141608338
"6727","Black Belt","Tracking",0.1,59,0.06,13,4.6,7311.11702,1.2,1308,6170.85816160834,699.241141608338
"6728","Black Belt","Tracking",0.1,59,0.06,14,4.6,8619.11702,1.2,1308,7478.85816160834,917.241141608338
"6729","Black Belt","Tracking",0.1,59,0.06,15,4.6,9927.11702,1.2,1308,8786.85816160834,1135.24114160834
"6730","Black Belt","Tracking",0.1,59,0.06,16,4.6,9988.36702,1.1,1199,8848.10816160834,106.491141608338
"6731","Black Belt","Tracking",0.1,59,0.06,17,4.6,11187.36702,1.1,1199,10047.1081616083,215.491141608338
"6732","Black Belt","Tracking",0.1,59,0.06,11,6.4,5396.86702,1.3,1417,3826.93013180232,535.313111802323
"6733","Black Belt","Tracking",0.1,59,0.06,12,6.4,6003.11702,1.2,1308,4433.18013180232,51.5631118023211
"6734","Black Belt","Tracking",0.1,59,0.06,13,6.4,7311.11702,1.2,1308,5741.18013180232,269.563111802321
"6735","Black Belt","Tracking",0.1,59,0.06,14,6.4,8619.11702,1.2,1308,7049.18013180232,487.563111802321
"6736","Black Belt","Tracking",0.1,59,0.06,15,6.4,9927.11702,1.2,1308,8357.18013180232,705.563111802321
"6737","Black Belt","Tracking",0.1,59,0.06,16,6.4,11235.11702,1.2,1308,9665.18013180232,923.563111802321
"6738","Black Belt","Tracking",0.1,59,0.06,17,6.4,12543.11702,1.2,1308,10973.1801318023,1141.56311180232
"6739","Black Belt","Tracking",0.1,59,0.06,11,8.2,5396.86702,1.3,1417,3397.2521019963,105.635081996305
"6740","Black Belt","Tracking",0.1,59,0.06,12,8.2,6813.86702,1.3,1417,4814.2521019963,432.635081996305
"6741","Black Belt","Tracking",0.1,59,0.06,13,8.2,8230.86702,1.3,1417,6231.2521019963,759.635081996305
"6742","Black Belt","Tracking",0.1,59,0.06,14,8.2,8619.11702,1.2,1308,6619.5021019963,57.8850819963027
"6743","Black Belt","Tracking",0.1,59,0.06,15,8.2,9927.11702,1.2,1308,7927.5021019963,275.885081996303
"6744","Black Belt","Tracking",0.1,59,0.06,16,8.2,11235.11702,1.2,1308,9235.5021019963,493.885081996303
"6745","Black Belt","Tracking",0.1,59,0.06,17,8.2,12543.11702,1.2,1308,10543.5021019963,711.885081996303
"6746","Central","Fixed",0.1,59,0.06,11,4.6,4695.11702,1.2,1308,3439.92483863228,148.30781863228
"6747","Central","Fixed",0.1,59,0.06,12,4.6,6003.11702,1.2,1308,4747.92483863228,366.30781863228
"6748","Central","Fixed",0.1,59,0.06,13,4.6,7311.11702,1.2,1308,6055.92483863228,584.30781863228
"6749","Central","Fixed",0.1,59,0.06,14,4.6,8619.11702,1.2,1308,7363.92483863228,802.30781863228
"6750","Central","Fixed",0.1,59,0.06,15,4.6,9927.11702,1.2,1308,8671.92483863228,1020.30781863228
"6751","Central","Fixed",0.1,59,0.06,16,4.6,11235.11702,1.2,1308,9979.92483863228,1238.30781863228
"6752","Central","Fixed",0.1,59,0.06,17,4.6,11187.36702,1.1,1199,9932.17483863228,100.55781863228
"6753","Central","Fixed",0.1,59,0.06,11,6.4,5396.86702,1.3,1417,3556.09593075505,264.478910755055
"6754","Central","Fixed",0.1,59,0.06,12,6.4,6813.86702,1.3,1417,4973.09593075505,591.478910755055
"6755","Central","Fixed",0.1,59,0.06,13,6.4,8230.86702,1.3,1417,6390.09593075505,918.478910755055
"6756","Central","Fixed",0.1,59,0.06,14,6.4,8619.11702,1.2,1308,6778.34593075505,216.728910755053
"6757","Central","Fixed",0.1,59,0.06,15,6.4,9927.11702,1.2,1308,8086.34593075505,434.728910755053
"6758","Central","Fixed",0.1,59,0.06,16,6.4,11235.11702,1.2,1308,9394.34593075505,652.728910755053
"6759","Central","Fixed",0.1,59,0.06,17,6.4,12543.11702,1.2,1308,10702.3459307551,870.728910755053
"6760","Central","Fixed",0.1,59,0.06,11,8.2,6800.36702,1.5,1635,3864.48732381582,572.870303815824
"6761","Central","Fixed",0.1,59,0.06,12,8.2,7624.61702,1.4,1526,4688.73732381582,307.120303815824
"6762","Central","Fixed",0.1,59,0.06,13,8.2,9150.61702,1.4,1526,6214.73732381582,743.120303815824
"6763","Central","Fixed",0.1,59,0.06,14,8.2,9647.86702,1.3,1417,6711.98732381583,150.370303815826
"6764","Central","Fixed",0.1,59,0.06,15,8.2,11064.86702,1.3,1417,8128.98732381583,477.370303815826
"6765","Central","Fixed",0.1,59,0.06,16,8.2,12481.86702,1.3,1417,9545.98732381583,804.370303815826
"6766","Central","Fixed",0.1,59,0.06,17,8.2,13898.86702,1.3,1417,10962.9873238158,1131.37030381583
"6767","Central","Tracking",0.1,59,0.06,11,4.6,4695.11702,1.2,1308,3493.41816160834,201.801141608338
"6768","Central","Tracking",0.1,59,0.06,12,4.6,6003.11702,1.2,1308,4801.41816160834,419.801141608338
"6769","Central","Tracking",0.1,59,0.06,13,4.6,7311.11702,1.2,1308,6109.41816160834,637.801141608338
"6770","Central","Tracking",0.1,59,0.06,14,4.6,8619.11702,1.2,1308,7417.41816160834,855.801141608338
"6771","Central","Tracking",0.1,59,0.06,15,4.6,9927.11702,1.2,1308,8725.41816160834,1073.80114160834
"6772","Central","Tracking",0.1,59,0.06,16,4.6,9988.36702,1.1,1199,8786.66816160834,45.0511416083373
"6773","Central","Tracking",0.1,59,0.06,17,4.6,11187.36702,1.1,1199,9985.66816160834,154.051141608337
"6774","Central","Tracking",0.1,59,0.06,11,6.4,5396.86702,1.3,1417,3765.49013180232,473.873111802322
"6775","Central","Tracking",0.1,59,0.06,12,6.4,6813.86702,1.3,1417,5182.49013180232,800.873111802322
"6776","Central","Tracking",0.1,59,0.06,13,6.4,7311.11702,1.2,1308,5679.74013180232,208.123111802321
"6777","Central","Tracking",0.1,59,0.06,14,6.4,8619.11702,1.2,1308,6987.74013180232,426.123111802321
"6778","Central","Tracking",0.1,59,0.06,15,6.4,9927.11702,1.2,1308,8295.74013180232,644.123111802321
"6779","Central","Tracking",0.1,59,0.06,16,6.4,11235.11702,1.2,1308,9603.74013180232,862.123111802321
"6780","Central","Tracking",0.1,59,0.06,17,6.4,12543.11702,1.2,1308,10911.7401318023,1080.12311180232
"6781","Central","Tracking",0.1,59,0.06,11,8.2,5396.86702,1.3,1417,3335.8121019963,44.1950819963049
"6782","Central","Tracking",0.1,59,0.06,12,8.2,6813.86702,1.3,1417,4752.8121019963,371.195081996305
"6783","Central","Tracking",0.1,59,0.06,13,8.2,8230.86702,1.3,1417,6169.8121019963,698.195081996305
"6784","Central","Tracking",0.1,59,0.06,14,8.2,9647.86702,1.3,1417,7586.8121019963,1025.1950819963
"6785","Central","Tracking",0.1,59,0.06,15,8.2,9927.11702,1.2,1308,7866.0621019963,214.445081996303
"6786","Central","Tracking",0.1,59,0.06,16,8.2,11235.11702,1.2,1308,9174.0621019963,432.445081996304
"6787","Central","Tracking",0.1,59,0.06,17,8.2,12543.11702,1.2,1308,10482.0621019963,650.445081996304
"6788","Northern","Fixed",0.1,59,0.06,11,4.6,4695.11702,1.2,1308,3356.64483863228,65.0278186322798
"6789","Northern","Fixed",0.1,59,0.06,12,4.6,6003.11702,1.2,1308,4664.64483863228,283.027818632279
"6790","Northern","Fixed",0.1,59,0.06,13,4.6,7311.11702,1.2,1308,5972.64483863228,501.027818632279
"6791","Northern","Fixed",0.1,59,0.06,14,4.6,8619.11702,1.2,1308,7280.64483863228,719.027818632279
"6792","Northern","Fixed",0.1,59,0.06,15,4.6,9927.11702,1.2,1308,8588.64483863228,937.027818632279
"6793","Northern","Fixed",0.1,59,0.06,16,4.6,11235.11702,1.2,1308,9896.64483863228,1155.02781863228
"6794","Northern","Fixed",0.1,59,0.06,17,4.6,11187.36702,1.1,1199,9848.89483863228,17.2778186322794
"6795","Northern","Fixed",0.1,59,0.06,11,6.4,5396.86702,1.3,1417,3472.81593075505,181.198910755055
"6796","Northern","Fixed",0.1,59,0.06,12,6.4,6813.86702,1.3,1417,4889.81593075505,508.198910755054
"6797","Northern","Fixed",0.1,59,0.06,13,6.4,8230.86702,1.3,1417,6306.81593075505,835.198910755054
"6798","Northern","Fixed",0.1,59,0.06,14,6.4,8619.11702,1.2,1308,6695.06593075505,133.448910755053
"6799","Northern","Fixed",0.1,59,0.06,15,6.4,9927.11702,1.2,1308,8003.06593075505,351.448910755053
"6800","Northern","Fixed",0.1,59,0.06,16,6.4,11235.11702,1.2,1308,9311.06593075505,569.448910755053
"6801","Northern","Fixed",0.1,59,0.06,17,6.4,12543.11702,1.2,1308,10619.0659307551,787.448910755053
"6802","Northern","Fixed",0.1,59,0.06,11,8.2,6800.36702,1.5,1635,3781.20732381582,489.590303815824
"6803","Northern","Fixed",0.1,59,0.06,12,8.2,7624.61702,1.4,1526,4605.45732381582,223.840303815823
"6804","Northern","Fixed",0.1,59,0.06,13,8.2,9150.61702,1.4,1526,6131.45732381582,659.840303815823
"6805","Northern","Fixed",0.1,59,0.06,14,8.2,9647.86702,1.3,1417,6628.70732381582,67.0903038158249
"6806","Northern","Fixed",0.1,59,0.06,15,8.2,11064.86702,1.3,1417,8045.70732381582,394.090303815825
"6807","Northern","Fixed",0.1,59,0.06,16,8.2,12481.86702,1.3,1417,9462.70732381582,721.090303815825
"6808","Northern","Fixed",0.1,59,0.06,17,8.2,13898.86702,1.3,1417,10879.7073238158,1048.09030381582
"6809","Northern","Tracking",0.1,59,0.06,11,4.6,4695.11702,1.2,1308,3368.73816160834,77.1211416083383
"6810","Northern","Tracking",0.1,59,0.06,12,4.6,6003.11702,1.2,1308,4676.73816160834,295.121141608339
"6811","Northern","Tracking",0.1,59,0.06,13,4.6,7311.11702,1.2,1308,5984.73816160834,513.121141608339
"6812","Northern","Tracking",0.1,59,0.06,14,4.6,8619.11702,1.2,1308,7292.73816160834,731.121141608339
"6813","Northern","Tracking",0.1,59,0.06,15,4.6,9927.11702,1.2,1308,8600.73816160834,949.121141608339
"6814","Northern","Tracking",0.1,59,0.06,16,4.6,11235.11702,1.2,1308,9908.73816160834,1167.12114160834
"6815","Northern","Tracking",0.1,59,0.06,17,4.6,11187.36702,1.1,1199,9860.98816160834,29.3711416083388
"6816","Northern","Tracking",0.1,59,0.06,11,6.4,5396.86702,1.3,1417,3640.81013180232,349.193111802323
"6817","Northern","Tracking",0.1,59,0.06,12,6.4,6813.86702,1.3,1417,5057.81013180232,676.193111802322
"6818","Northern","Tracking",0.1,59,0.06,13,6.4,7311.11702,1.2,1308,5555.06013180232,83.4431118023203
"6819","Northern","Tracking",0.1,59,0.06,14,6.4,8619.11702,1.2,1308,6863.06013180232,301.44311180232
"6820","Northern","Tracking",0.1,59,0.06,15,6.4,9927.11702,1.2,1308,8171.06013180232,519.44311180232
"6821","Northern","Tracking",0.1,59,0.06,16,6.4,11235.11702,1.2,1308,9479.06013180232,737.44311180232
"6822","Northern","Tracking",0.1,59,0.06,17,6.4,12543.11702,1.2,1308,10787.0601318023,955.44311180232
"6823","Northern","Tracking",0.1,59,0.06,11,8.2,6098.61702,1.4,1526,3912.8821019963,621.265081996303
"6824","Northern","Tracking",0.1,59,0.06,12,8.2,6813.86702,1.3,1417,4628.13210199631,246.515081996306
"6825","Northern","Tracking",0.1,59,0.06,13,8.2,8230.86702,1.3,1417,6045.13210199631,573.515081996306
"6826","Northern","Tracking",0.1,59,0.06,14,8.2,9647.86702,1.3,1417,7462.13210199631,900.515081996306
"6827","Northern","Tracking",0.1,59,0.06,15,8.2,9927.11702,1.2,1308,7741.3821019963,89.7650819963037
"6828","Northern","Tracking",0.1,59,0.06,16,8.2,11235.11702,1.2,1308,9049.3821019963,307.765081996304
"6829","Northern","Tracking",0.1,59,0.06,17,8.2,12543.11702,1.2,1308,10357.3821019963,525.765081996304
"6830","Southern","Fixed",0.1,59,0.06,11,4.6,4695.11702,1.2,1308,3514.08483863228,222.46781863228
"6831","Southern","Fixed",0.1,59,0.06,12,4.6,6003.11702,1.2,1308,4822.08483863228,440.46781863228
"6832","Southern","Fixed",0.1,59,0.06,13,4.6,7311.11702,1.2,1308,6130.08483863228,658.46781863228
"6833","Southern","Fixed",0.1,59,0.06,14,4.6,8619.11702,1.2,1308,7438.08483863228,876.46781863228
"6834","Southern","Fixed",0.1,59,0.06,15,4.6,9927.11702,1.2,1308,8746.08483863228,1094.46781863228
"6835","Southern","Fixed",0.1,59,0.06,16,4.6,9988.36702,1.1,1199,8807.33483863228,65.7178186322799
"6836","Southern","Fixed",0.1,59,0.06,17,4.6,11187.36702,1.1,1199,10006.3348386323,174.71781863228
"6837","Southern","Fixed",0.1,59,0.06,11,6.4,5396.86702,1.3,1417,3630.25593075505,338.638910755055
"6838","Southern","Fixed",0.1,59,0.06,12,6.4,6813.86702,1.3,1417,5047.25593075505,665.638910755055
"6839","Southern","Fixed",0.1,59,0.06,13,6.4,7311.11702,1.2,1308,5544.50593075505,72.8889107550531
"6840","Southern","Fixed",0.1,59,0.06,14,6.4,8619.11702,1.2,1308,6852.50593075505,290.888910755053
"6841","Southern","Fixed",0.1,59,0.06,15,6.4,9927.11702,1.2,1308,8160.50593075505,508.888910755053
"6842","Southern","Fixed",0.1,59,0.06,16,6.4,11235.11702,1.2,1308,9468.50593075505,726.888910755053
"6843","Southern","Fixed",0.1,59,0.06,17,6.4,12543.11702,1.2,1308,10776.5059307551,944.888910755053
"6844","Southern","Fixed",0.1,59,0.06,11,8.2,6800.36702,1.5,1635,3938.64732381582,647.030303815824
"6845","Southern","Fixed",0.1,59,0.06,12,8.2,7624.61702,1.4,1526,4762.89732381582,381.280303815824
"6846","Southern","Fixed",0.1,59,0.06,13,8.2,9150.61702,1.4,1526,6288.89732381582,817.280303815824
"6847","Southern","Fixed",0.1,59,0.06,14,8.2,9647.86702,1.3,1417,6786.14732381583,224.530303815825
"6848","Southern","Fixed",0.1,59,0.06,15,8.2,11064.86702,1.3,1417,8203.14732381583,551.530303815825
"6849","Southern","Fixed",0.1,59,0.06,16,8.2,12481.86702,1.3,1417,9620.14732381583,878.530303815825
"6850","Southern","Fixed",0.1,59,0.06,17,8.2,13898.86702,1.3,1417,11037.1473238158,1205.53030381583
"6851","Southern","Tracking",0.1,59,0.06,11,4.6,4695.11702,1.2,1308,3592.77816160834,301.161141608338
"6852","Southern","Tracking",0.1,59,0.06,12,4.6,6003.11702,1.2,1308,4900.77816160834,519.161141608338
"6853","Southern","Tracking",0.1,59,0.06,13,4.6,7311.11702,1.2,1308,6208.77816160834,737.161141608338
"6854","Southern","Tracking",0.1,59,0.06,14,4.6,8619.11702,1.2,1308,7516.77816160834,955.161141608338
"6855","Southern","Tracking",0.1,59,0.06,15,4.6,8789.36702,1.1,1199,7687.02816160834,35.4111416083379
"6856","Southern","Tracking",0.1,59,0.06,16,4.6,9988.36702,1.1,1199,8886.02816160834,144.411141608338
"6857","Southern","Tracking",0.1,59,0.06,17,4.6,11187.36702,1.1,1199,10085.0281616083,253.411141608338
"6858","Southern","Tracking",0.1,59,0.06,11,6.4,5396.86702,1.3,1417,3864.85013180232,573.233111802323
"6859","Southern","Tracking",0.1,59,0.06,12,6.4,6003.11702,1.2,1308,4471.10013180232,89.4831118023212
"6860","Southern","Tracking",0.1,59,0.06,13,6.4,7311.11702,1.2,1308,5779.10013180232,307.483111802321
"6861","Southern","Tracking",0.1,59,0.06,14,6.4,8619.11702,1.2,1308,7087.10013180232,525.483111802321
"6862","Southern","Tracking",0.1,59,0.06,15,6.4,9927.11702,1.2,1308,8395.10013180232,743.483111802321
"6863","Southern","Tracking",0.1,59,0.06,16,6.4,11235.11702,1.2,1308,9703.10013180232,961.483111802321
"6864","Southern","Tracking",0.1,59,0.06,17,6.4,12543.11702,1.2,1308,11011.1001318023,1179.48311180232
"6865","Southern","Tracking",0.1,59,0.06,11,8.2,5396.86702,1.3,1417,3435.1721019963,143.555081996305
"6866","Southern","Tracking",0.1,59,0.06,12,8.2,6813.86702,1.3,1417,4852.1721019963,470.555081996305
"6867","Southern","Tracking",0.1,59,0.06,13,8.2,8230.86702,1.3,1417,6269.1721019963,797.555081996305
"6868","Southern","Tracking",0.1,59,0.06,14,8.2,8619.11702,1.2,1308,6657.4221019963,95.8050819963028
"6869","Southern","Tracking",0.1,59,0.06,15,8.2,9927.11702,1.2,1308,7965.4221019963,313.805081996303
"6870","Southern","Tracking",0.1,59,0.06,16,8.2,11235.11702,1.2,1308,9273.4221019963,531.805081996303
