"","0.05Fixed4.6","0.05Fixed6.4","0.05Fixed8.2","0.05Tracking4.6","0.05Tracking6.4","0.05Tracking8.2","0.10Fixed4.6","0.10Fixed6.4","0.10Fixed8.2","0.10Tracking4.6","0.10Tracking6.4","0.10Tracking8.2","0.30Fixed4.6","0.30Fixed6.4","0.30Fixed8.2","0.30Tracking4.6","0.30Tracking6.4","0.30Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.60Fixed4.6","0.60Fixed6.4","0.60Fixed8.2","0.60Tracking4.6","0.60Tracking6.4","0.60Tracking8.2","0.70Fixed4.6","0.70Fixed6.4","0.70Fixed8.2","0.70Tracking4.6","0.70Tracking6.4","0.70Tracking8.2","0.80Fixed4.6","0.80Fixed6.4","0.80Fixed8.2","0.80Tracking4.6","0.80Tracking6.4","0.80Tracking8.2","0.85Fixed4.6","0.85Fixed6.4","0.85Fixed8.2","0.85Tracking4.6","0.85Tracking6.4","0.85Tracking8.2"
"0.03200.0Central",-10601,-10601,-10601,-10601,-10601,-10601,-13046,-13631,-14726,-13179,-13608,-14038,-20382,-22725,-27105,-20914,-22633,-24351,-27719,-31818,-39484,-28650,-31658,-34665,-32610,-37880,-47736,-33807,-37674,-41541,-35056,-40912,-51863,-36385,-40682,-44979,-39947,-46974,-60115,-41542,-46699,-51855,-39947,-46974,-60115,-41542,-46699,-51855
"0.04200.0Central",-10601,-10601,-10601,-10601,-10601,-10601,-12649,-13235,-14330,-12720,-13150,-13579,-18796,-21138,-25519,-19079,-20798,-22516,-24943,-29042,-36708,-25439,-28447,-31455,-29041,-34312,-44167,-29679,-33546,-37413,-31090,-36946,-47897,-31798,-36095,-40392,-35188,-42215,-55356,-36038,-41194,-46350,-35188,-42215,-55356,-36038,-41194,-46350
"0.02230.0Central",-10601,-10601,-10601,-10601,-10601,-10601,-13442,-14028,-15123,-13638,-14067,-14497,-21969,-24311,-28691,-22749,-24468,-26186,-30495,-34594,-42260,-31861,-34869,-37876,-36179,-41449,-51305,-37935,-41802,-45669,-39021,-44877,-55828,-40972,-45269,-49566,-44705,-51732,-64874,-47047,-52203,-57359,-44705,-51732,-64874,-47047,-52203,-57359
"0.03230.0Central",-10601,-10601,-10601,-10601,-10601,-10601,-13046,-13631,-14726,-13179,-13608,-14038,-20382,-22725,-27105,-20914,-22633,-24351,-27719,-31818,-39484,-28650,-31658,-34665,-32610,-37880,-47736,-33807,-37674,-41541,-35056,-40912,-51863,-36385,-40682,-44979,-39947,-46974,-60115,-41542,-46699,-51855,-39947,-46974,-60115,-41542,-46699,-51855
"0.04230.0Central",-10601,-10601,-10601,-10601,-10601,-10601,-12649,-13235,-14330,-12720,-13150,-13579,-18796,-21138,-25519,-19079,-20798,-22516,-24943,-29042,-36708,-25439,-28447,-31455,-29041,-34312,-44167,-29679,-33546,-37413,-31090,-36946,-47897,-31798,-36095,-40392,-35188,-42215,-55356,-36038,-41194,-46350,-35188,-42215,-55356,-36038,-41194,-46350
"0.02170.1Central",-8987,-8987,-8987,-8987,-8987,-8987,-11828,-12414,-13509,-12024,-12453,-12883,-20355,-22697,-27077,-21135,-22854,-24572,-28881,-32980,-40646,-30247,-33255,-36262,-34565,-39835,-49691,-36321,-40188,-44055,-37407,-43263,-54214,-39358,-43655,-47952,-43091,-50118,-63260,-45433,-50589,-55745,-43091,-50118,-63260,-45433,-50589,-55745
"0.03170.1Central",-8987,-8987,-8987,-8987,-8987,-8987,-11432,-12017,-13112,-11565,-11994,-12424,-18768,-21111,-25491,-19300,-21019,-22737,-26105,-30204,-37870,-27036,-30044,-33051,-30996,-36266,-46122,-32193,-36060,-39927,-33442,-39298,-50249,-34771,-39068,-43365,-38333,-45360,-58501,-39928,-45085,-50241,-38333,-45360,-58501,-39928,-45085,-50241
"0.04170.1Central",-8987,-8987,-8987,-8987,-8987,-8987,-11035,-11621,-12716,-11106,-11536,-11965,-17182,-19524,-23905,-17465,-19184,-20902,-23329,-27428,-35094,-23825,-26833,-29841,-27427,-32698,-42553,-28065,-31932,-35799,-29476,-35332,-46283,-30184,-34481,-38778,-33574,-40601,-53742,-34424,-39580,-44736,-33574,-40601,-53742,-34424,-39580,-44736
"0.02200.1Central",-8579,-8579,-8579,-8579,-8579,-8579,-11420,-12006,-13101,-11616,-12045,-12475,-19947,-22289,-26669,-20727,-22446,-24164,-28473,-32572,-40238,-29839,-32847,-35854,-34157,-39427,-49283,-35913,-39780,-43647,-36999,-42855,-53806,-38950,-43247,-47544,-42683,-49710,-62852,-45025,-50181,-55337,-42683,-49710,-62852,-45025,-50181,-55337
"0.03200.1Central",-8579,-8579,-8579,-8579,-8579,-8579,-11024,-11609,-12704,-11157,-11586,-12016,-18360,-20703,-25083,-18892,-20611,-22329,-25697,-29796,-37462,-26628,-29636,-32643,-30588,-35858,-45714,-31785,-35652,-39519,-33034,-38890,-49841,-34363,-38660,-42957,-37925,-44952,-58093,-39520,-44677,-49833,-37925,-44952,-58093,-39520,-44677,-49833
"0.04200.1Central",-8579,-8579,-8579,-8579,-8579,-8579,-10627,-11213,-12308,-10698,-11128,-11557,-16774,-19116,-23497,-17057,-18776,-20494,-22921,-27020,-34686,-23417,-26425,-29433,-27019,-32290,-42145,-27657,-31524,-35391,-29068,-34924,-45875,-29776,-34073,-38370,-33166,-40193,-53334,-34016,-39172,-44328,-33166,-40193,-53334,-34016,-39172,-44328
"0.02230.1Central",-8171,-8171,-8171,-8171,-8171,-8171,-11012,-11598,-12693,-11208,-11637,-12067,-19539,-21881,-26261,-20319,-22038,-23756,-28065,-32164,-39830,-29431,-32439,-35446,-33749,-39019,-48875,-35505,-39372,-43239,-36591,-42447,-53398,-38542,-42839,-47136,-42275,-49302,-62444,-44617,-49773,-54929,-42275,-49302,-62444,-44617,-49773,-54929
"0.03230.1Central",-8171,-8171,-8171,-8171,-8171,-8171,-10616,-11201,-12296,-10749,-11178,-11608,-17952,-20295,-24675,-18484,-20203,-21921,-25289,-29388,-37054,-26220,-29228,-32235,-30180,-35450,-45306,-31377,-35244,-39111,-32626,-38482,-49433,-33955,-38252,-42549,-37517,-44544,-57685,-39112,-44269,-49425,-37517,-44544,-57685,-39112,-44269,-49425
"0.04230.1Central",-8171,-8171,-8171,-8171,-8171,-8171,-10219,-10805,-11900,-10290,-10720,-11149,-16366,-18708,-23089,-16649,-18368,-20086,-22513,-26612,-34278,-23009,-26017,-29025,-26611,-31882,-41737,-27249,-31116,-34983,-28660,-34516,-45467,-29368,-33665,-37962,-32758,-39785,-52926,-33608,-38764,-43920,-32758,-39785,-52926,-33608,-38764,-43920
"0.02170.2Central",-7373,-7373,-7373,-7373,-7373,-7373,-10214,-10800,-11895,-10410,-10839,-11269,-18741,-21083,-25463,-19521,-21240,-22958,-27267,-31366,-39032,-28633,-31641,-34648,-32951,-38221,-48077,-34707,-38574,-42441,-35793,-41649,-52600,-37744,-42041,-46338,-41477,-48504,-61646,-43819,-48975,-54131,-41477,-48504,-61646,-43819,-48975,-54131
"0.03170.2Central",-7373,-7373,-7373,-7373,-7373,-7373,-9818,-10403,-11498,-9951,-10380,-10810,-17154,-19497,-23877,-17686,-19405,-21123,-24491,-28590,-36256,-25422,-28430,-31437,-29382,-34652,-44508,-30579,-34446,-38313,-31828,-37684,-48635,-33157,-37454,-41751,-36719,-43746,-56887,-38314,-43471,-48627,-36719,-43746,-56887,-38314,-43471,-48627
"0.04170.2Central",-7373,-7373,-7373,-7373,-7373,-7373,-9421,-10007,-11102,-9492,-9922,-10351,-15568,-17910,-22291,-15851,-17570,-19288,-21715,-25814,-33480,-22211,-25219,-28227,-25813,-31084,-40939,-26451,-30318,-34185,-27862,-33718,-44669,-28570,-32867,-37164,-31960,-38987,-52128,-32810,-37966,-43122,-31960,-38987,-52128,-32810,-37966,-43122
"0.02200.2Central",-6557,-6557,-6557,-6557,-6557,-6557,-9398,-9984,-11079,-9594,-10023,-10453,-17925,-20267,-24647,-18705,-20424,-22142,-26451,-30550,-38216,-27817,-30825,-33832,-32135,-37405,-47261,-33891,-37758,-41625,-34977,-40833,-51784,-36928,-41225,-45522,-40661,-47688,-60830,-43003,-48159,-53315,-40661,-47688,-60830,-43003,-48159,-53315
"0.03200.2Central",-6557,-6557,-6557,-6557,-6557,-6557,-9002,-9587,-10682,-9135,-9564,-9994,-16338,-18681,-23061,-16870,-18589,-20307,-23675,-27774,-35440,-24606,-27614,-30621,-28566,-33836,-43692,-29763,-33630,-37497,-31012,-36868,-47819,-32341,-36638,-40935,-35903,-42930,-56071,-37498,-42655,-47811,-35903,-42930,-56071,-37498,-42655,-47811
"0.04200.2Central",-6557,-6557,-6557,-6557,-6557,-6557,-8605,-9191,-10286,-8676,-9106,-9535,-14752,-17094,-21475,-15035,-16754,-18472,-20899,-24998,-32664,-21395,-24403,-27411,-24997,-30268,-40123,-25635,-29502,-33369,-27046,-32902,-43853,-27754,-32051,-36348,-31144,-38171,-51312,-31994,-37150,-42306,-31144,-38171,-51312,-31994,-37150,-42306
"0.02230.2Central",-5741,-5741,-5741,-5741,-5741,-5741,-8582,-9168,-10263,-8778,-9207,-9637,-17109,-19451,-23831,-17889,-19608,-21326,-25635,-29734,-37400,-27001,-30009,-33016,-31319,-36589,-46445,-33075,-36942,-40809,-34161,-40017,-50968,-36112,-40409,-44706,-39845,-46872,-60014,-42187,-47343,-52499,-39845,-46872,-60014,-42187,-47343,-52499
"0.03230.2Central",-5741,-5741,-5741,-5741,-5741,-5741,-8186,-8771,-9866,-8319,-8748,-9178,-15522,-17865,-22245,-16054,-17773,-19491,-22859,-26958,-34624,-23790,-26798,-29805,-27750,-33020,-42876,-28947,-32814,-36681,-30196,-36052,-47003,-31525,-35822,-40119,-35087,-42114,-55255,-36682,-41839,-46995,-35087,-42114,-55255,-36682,-41839,-46995
"0.04230.2Central",-5741,-5741,-5741,-5741,-5741,-5741,-7789,-8375,-9470,-7860,-8290,-8719,-13936,-16278,-20659,-14219,-15938,-17656,-20083,-24182,-31848,-20579,-23587,-26595,-24181,-29452,-39307,-24819,-28686,-32553,-26230,-32086,-43037,-26938,-31235,-35532,-30328,-37355,-50496,-31178,-36334,-41490,-30328,-37355,-50496,-31178,-36334,-41490
"0.02170.3Central",-5759,-5759,-5759,-5759,-5759,-5759,-8600,-9186,-10281,-8796,-9225,-9655,-17127,-19469,-23849,-17907,-19626,-21344,-25653,-29752,-37418,-27019,-30027,-33034,-31337,-36607,-46463,-33093,-36960,-40827,-34179,-40035,-50986,-36130,-40427,-44724,-39863,-46890,-60032,-42205,-47361,-52517,-39863,-46890,-60032,-42205,-47361,-52517
"0.03170.3Central",-5759,-5759,-5759,-5759,-5759,-5759,-8204,-8789,-9884,-8337,-8766,-9196,-15540,-17883,-22263,-16072,-17791,-19509,-22877,-26976,-34642,-23808,-26816,-29823,-27768,-33038,-42894,-28965,-32832,-36699,-30214,-36070,-47021,-31543,-35840,-40137,-35105,-42132,-55273,-36700,-41857,-47013,-35105,-42132,-55273,-36700,-41857,-47013
"0.04170.3Central",-5759,-5759,-5759,-5759,-5759,-5759,-7807,-8393,-9488,-7878,-8308,-8737,-13954,-16296,-20677,-14237,-15956,-17674,-20101,-24200,-31866,-20597,-23605,-26613,-24199,-29470,-39325,-24837,-28704,-32571,-26248,-32104,-43055,-26956,-31253,-35550,-30346,-37373,-50514,-31196,-36352,-41508,-30346,-37373,-50514,-31196,-36352,-41508
"0.02200.3Central",-4535,-4535,-4535,-4535,-4535,-4535,-7376,-7962,-9057,-7572,-8001,-8431,-15903,-18245,-22625,-16683,-18402,-20120,-24429,-28528,-36194,-25795,-28803,-31810,-30113,-35383,-45239,-31869,-35736,-39603,-32955,-38811,-49762,-34906,-39203,-43500,-38639,-45666,-58808,-40981,-46137,-51293,-38639,-45666,-58808,-40981,-46137,-51293
"0.03200.3Central",-4535,-4535,-4535,-4535,-4535,-4535,-6980,-7565,-8660,-7113,-7542,-7972,-14316,-16659,-21039,-14848,-16567,-18285,-21653,-25752,-33418,-22584,-25592,-28599,-26544,-31814,-41670,-27741,-31608,-35475,-28990,-34846,-45797,-30319,-34616,-38913,-33881,-40908,-54049,-35476,-40633,-45789,-33881,-40908,-54049,-35476,-40633,-45789
"0.04200.3Central",-4535,-4535,-4535,-4535,-4535,-4535,-6583,-7169,-8264,-6654,-7084,-7513,-12730,-15072,-19453,-13013,-14732,-16450,-18877,-22976,-30642,-19373,-22381,-25389,-22975,-28246,-38101,-23613,-27480,-31347,-25024,-30880,-41831,-25732,-30029,-34326,-29122,-36149,-49290,-29972,-35128,-40284,-29122,-36149,-49290,-29972,-35128,-40284
"0.02230.3Central",-3311,-3311,-3311,-3311,-3311,-3311,-6152,-6738,-7833,-6348,-6777,-7207,-14679,-17021,-21401,-15459,-17178,-18896,-23205,-27304,-34970,-24571,-27579,-30586,-28889,-34159,-44015,-30645,-34512,-38379,-31731,-37587,-48538,-33682,-37979,-42276,-37415,-44442,-57584,-39757,-44913,-50069,-37415,-44442,-57584,-39757,-44913,-50069
"0.03230.3Central",-3311,-3311,-3311,-3311,-3311,-3311,-5756,-6341,-7436,-5889,-6318,-6748,-13092,-15435,-19815,-13624,-15343,-17061,-20429,-24528,-32194,-21360,-24368,-27375,-25320,-30590,-40446,-26517,-30384,-34251,-27766,-33622,-44573,-29095,-33392,-37689,-32657,-39684,-52825,-34252,-39409,-44565,-32657,-39684,-52825,-34252,-39409,-44565
"0.04230.3Central",-3311,-3311,-3311,-3311,-3311,-3311,-5359,-5945,-7040,-5430,-5860,-6289,-11506,-13848,-18229,-11789,-13508,-15226,-17653,-21752,-29418,-18149,-21157,-24165,-21751,-27022,-36877,-22389,-26256,-30123,-23800,-29656,-40607,-24508,-28805,-33102,-27898,-34925,-48066,-28748,-33904,-39060,-27898,-34925,-48066,-28748,-33904,-39060
"0.02170.4Central",-4145,-4145,-4145,-4145,-4145,-4145,-6986,-7572,-8667,-7182,-7611,-8041,-15513,-17855,-22235,-16293,-18012,-19730,-24039,-28138,-35804,-25405,-28413,-31420,-29723,-34993,-44849,-31479,-35346,-39213,-32565,-38421,-49372,-34516,-38813,-43110,-38249,-45276,-58418,-40591,-45747,-50903,-38249,-45276,-58418,-40591,-45747,-50903
"0.03170.4Central",-4145,-4145,-4145,-4145,-4145,-4145,-6590,-7175,-8270,-6723,-7152,-7582,-13926,-16269,-20649,-14458,-16177,-17895,-21263,-25362,-33028,-22194,-25202,-28209,-26154,-31424,-41280,-27351,-31218,-35085,-28600,-34456,-45407,-29929,-34226,-38523,-33491,-40518,-53659,-35086,-40243,-45399,-33491,-40518,-53659,-35086,-40243,-45399
"0.04170.4Central",-4145,-4145,-4145,-4145,-4145,-4145,-6193,-6779,-7874,-6264,-6694,-7123,-12340,-14682,-19063,-12623,-14342,-16060,-18487,-22586,-30252,-18983,-21991,-24999,-22585,-27856,-37711,-23223,-27090,-30957,-24634,-30490,-41441,-25342,-29639,-33936,-28732,-35759,-48900,-29582,-34738,-39894,-28732,-35759,-48900,-29582,-34738,-39894
"0.02200.4Central",-2513,-2513,-2513,-2513,-2513,-2513,-5354,-5940,-7035,-5550,-5979,-6409,-13881,-16223,-20603,-14661,-16380,-18098,-22407,-26506,-34172,-23773,-26781,-29788,-28091,-33361,-43217,-29847,-33714,-37581,-30933,-36789,-47740,-32884,-37181,-41478,-36617,-43644,-56786,-38959,-44115,-49271,-36617,-43644,-56786,-38959,-44115,-49271
"0.03200.4Central",-2513,-2513,-2513,-2513,-2513,-2513,-4958,-5543,-6638,-5091,-5520,-5950,-12294,-14637,-19017,-12826,-14545,-16263,-19631,-23730,-31396,-20562,-23570,-26577,-24522,-29792,-39648,-25719,-29586,-33453,-26968,-32824,-43775,-28297,-32594,-36891,-31859,-38886,-52027,-33454,-38611,-43767,-31859,-38886,-52027,-33454,-38611,-43767
"0.04200.4Central",-2513,-2513,-2513,-2513,-2513,-2513,-4561,-5147,-6242,-4632,-5062,-5491,-10708,-13050,-17431,-10991,-12710,-14428,-16855,-20954,-28620,-17351,-20359,-23367,-20953,-26224,-36079,-21591,-25458,-29325,-23002,-28858,-39809,-23710,-28007,-32304,-27100,-34127,-47268,-27950,-33106,-38262,-27100,-34127,-47268,-27950,-33106,-38262
"0.02230.4Central",-881,-881,-881,-881,-881,-881,-3722,-4308,-5403,-3918,-4347,-4777,-12249,-14591,-18971,-13029,-14748,-16466,-20775,-24874,-32540,-22141,-25149,-28156,-26459,-31729,-41585,-28215,-32082,-35949,-29301,-35157,-46108,-31252,-35549,-39846,-34985,-42012,-55154,-37327,-42483,-47639,-34985,-42012,-55154,-37327,-42483,-47639
"0.03230.4Central",-881,-881,-881,-881,-881,-881,-3326,-3911,-5006,-3459,-3888,-4318,-10662,-13005,-17385,-11194,-12913,-14631,-17999,-22098,-29764,-18930,-21938,-24945,-22890,-28160,-38016,-24087,-27954,-31821,-25336,-31192,-42143,-26665,-30962,-35259,-30227,-37254,-50395,-31822,-36979,-42135,-30227,-37254,-50395,-31822,-36979,-42135
"0.04230.4Central",-881,-881,-881,-881,-881,-881,-2929,-3515,-4610,-3000,-3430,-3859,-9076,-11418,-15799,-9359,-11078,-12796,-15223,-19322,-26988,-15719,-18727,-21735,-19321,-24592,-34447,-19959,-23826,-27693,-21370,-27226,-38177,-22078,-26375,-30672,-25468,-32495,-45636,-26318,-31474,-36630,-25468,-32495,-45636,-26318,-31474,-36630
"0.02170.5Central",-2531,-2531,-2531,-2531,-2531,-2531,-5372,-5958,-7053,-5568,-5997,-6427,-13899,-16241,-20621,-14679,-16398,-18116,-22425,-26524,-34190,-23791,-26799,-29806,-28109,-33379,-43235,-29865,-33732,-37599,-30951,-36807,-47758,-32902,-37199,-41496,-36635,-43662,-56804,-38977,-44133,-49289,-36635,-43662,-56804,-38977,-44133,-49289
"0.03170.5Central",-2531,-2531,-2531,-2531,-2531,-2531,-4976,-5561,-6656,-5109,-5538,-5968,-12312,-14655,-19035,-12844,-14563,-16281,-19649,-23748,-31414,-20580,-23588,-26595,-24540,-29810,-39666,-25737,-29604,-33471,-26986,-32842,-43793,-28315,-32612,-36909,-31877,-38904,-52045,-33472,-38629,-43785,-31877,-38904,-52045,-33472,-38629,-43785
"0.04170.5Central",-2531,-2531,-2531,-2531,-2531,-2531,-4579,-5165,-6260,-4650,-5080,-5509,-10726,-13068,-17449,-11009,-12728,-14446,-16873,-20972,-28638,-17369,-20377,-23385,-20971,-26242,-36097,-21609,-25476,-29343,-23020,-28876,-39827,-23728,-28025,-32322,-27118,-34145,-47286,-27968,-33124,-38280,-27118,-34145,-47286,-27968,-33124,-38280
"0.02200.5Central",-491,-491,-491,-491,-491,-491,-3332,-3918,-5013,-3528,-3957,-4387,-11859,-14201,-18581,-12639,-14358,-16076,-20385,-24484,-32150,-21751,-24759,-27766,-26069,-31339,-41195,-27825,-31692,-35559,-28911,-34767,-45718,-30862,-35159,-39456,-34595,-41622,-54764,-36937,-42093,-47249,-34595,-41622,-54764,-36937,-42093,-47249
"0.03200.5Central",-491,-491,-491,-491,-491,-491,-2936,-3521,-4616,-3069,-3498,-3928,-10272,-12615,-16995,-10804,-12523,-14241,-17609,-21708,-29374,-18540,-21548,-24555,-22500,-27770,-37626,-23697,-27564,-31431,-24946,-30802,-41753,-26275,-30572,-34869,-29837,-36864,-50005,-31432,-36589,-41745,-29837,-36864,-50005,-31432,-36589,-41745
"0.04200.5Central",-491,-491,-491,-491,-491,-491,-2539,-3125,-4220,-2610,-3040,-3469,-8686,-11028,-15409,-8969,-10688,-12406,-14833,-18932,-26598,-15329,-18337,-21345,-18931,-24202,-34057,-19569,-23436,-27303,-20980,-26836,-37787,-21688,-25985,-30282,-25078,-32105,-45246,-25928,-31084,-36240,-25078,-32105,-45246,-25928,-31084,-36240
"0.02230.5Central",1549,1549,1549,1549,1549,1549,-1292,-1878,-2973,-1488,-1917,-2347,-9819,-12161,-16541,-10599,-12318,-14036,-18345,-22444,-30110,-19711,-22719,-25726,-24029,-29299,-39155,-25785,-29652,-33519,-26871,-32727,-43678,-28822,-33119,-37416,-32555,-39582,-52724,-34897,-40053,-45209,-32555,-39582,-52724,-34897,-40053,-45209
"0.03230.5Central",1549,1549,1549,1549,1549,1549,-896,-1481,-2576,-1029,-1458,-1888,-8232,-10575,-14955,-8764,-10483,-12201,-15569,-19668,-27334,-16500,-19508,-22515,-20460,-25730,-35586,-21657,-25524,-29391,-22906,-28762,-39713,-24235,-28532,-32829,-27797,-34824,-47965,-29392,-34549,-39705,-27797,-34824,-47965,-29392,-34549,-39705
"0.04230.5Central",1549,1549,1549,1549,1549,1549,-499,-1085,-2180,-570,-1000,-1429,-6646,-8988,-13369,-6929,-8648,-10366,-12793,-16892,-24558,-13289,-16297,-19305,-16891,-22162,-32017,-17529,-21396,-25263,-18940,-24796,-35747,-19648,-23945,-28242,-23038,-30065,-43206,-23888,-29044,-34200,-23038,-30065,-43206,-23888,-29044,-34200
"0.02170.6Central",-917,-917,-917,-917,-917,-917,-3758,-4344,-5439,-3954,-4383,-4813,-12285,-14627,-19007,-13065,-14784,-16502,-20811,-24910,-32576,-22177,-25185,-28192,-26495,-31765,-41621,-28251,-32118,-35985,-29337,-35193,-46144,-31288,-35585,-39882,-35021,-42048,-55190,-37363,-42519,-47675,-35021,-42048,-55190,-37363,-42519,-47675
"0.03170.6Central",-917,-917,-917,-917,-917,-917,-3362,-3947,-5042,-3495,-3924,-4354,-10698,-13041,-17421,-11230,-12949,-14667,-18035,-22134,-29800,-18966,-21974,-24981,-22926,-28196,-38052,-24123,-27990,-31857,-25372,-31228,-42179,-26701,-30998,-35295,-30263,-37290,-50431,-31858,-37015,-42171,-30263,-37290,-50431,-31858,-37015,-42171
"0.04170.6Central",-917,-917,-917,-917,-917,-917,-2965,-3551,-4646,-3036,-3466,-3895,-9112,-11454,-15835,-9395,-11114,-12832,-15259,-19358,-27024,-15755,-18763,-21771,-19357,-24628,-34483,-19995,-23862,-27729,-21406,-27262,-38213,-22114,-26411,-30708,-25504,-32531,-45672,-26354,-31510,-36666,-25504,-32531,-45672,-26354,-31510,-36666
"0.02200.6Central",1531,1531,1531,1531,1531,1531,-1310,-1896,-2991,-1506,-1935,-2365,-9837,-12179,-16559,-10617,-12336,-14054,-18363,-22462,-30128,-19729,-22737,-25744,-24047,-29317,-39173,-25803,-29670,-33537,-26889,-32745,-43696,-28840,-33137,-37434,-32573,-39600,-52742,-34915,-40071,-45227,-32573,-39600,-52742,-34915,-40071,-45227
"0.03200.6Central",1531,1531,1531,1531,1531,1531,-914,-1499,-2594,-1047,-1476,-1906,-8250,-10593,-14973,-8782,-10501,-12219,-15587,-19686,-27352,-16518,-19526,-22533,-20478,-25748,-35604,-21675,-25542,-29409,-22924,-28780,-39731,-24253,-28550,-32847,-27815,-34842,-47983,-29410,-34567,-39723,-27815,-34842,-47983,-29410,-34567,-39723
"0.04200.6Central",1531,1531,1531,1531,1531,1531,-517,-1103,-2198,-588,-1018,-1447,-6664,-9006,-13387,-6947,-8666,-10384,-12811,-16910,-24576,-13307,-16315,-19323,-16909,-22180,-32035,-17547,-21414,-25281,-18958,-24814,-35765,-19666,-23963,-28260,-23056,-30083,-43224,-23906,-29062,-34218,-23056,-30083,-43224,-23906,-29062,-34218
"0.02230.6Central",3979,3979,3979,3979,3979,3979,1138,552,-543,942,513,83,-7389,-9731,-14111,-8169,-9888,-11606,-15915,-20014,-27680,-17281,-20289,-23296,-21599,-26869,-36725,-23355,-27222,-31089,-24441,-30297,-41248,-26392,-30689,-34986,-30125,-37152,-50294,-32467,-37623,-42779,-30125,-37152,-50294,-32467,-37623,-42779
"0.03230.6Central",3979,3979,3979,3979,3979,3979,1534,949,-146,1401,972,542,-5802,-8145,-12525,-6334,-8053,-9771,-13139,-17238,-24904,-14070,-17078,-20085,-18030,-23300,-33156,-19227,-23094,-26961,-20476,-26332,-37283,-21805,-26102,-30399,-25367,-32394,-45535,-26962,-32119,-37275,-25367,-32394,-45535,-26962,-32119,-37275
"0.04230.6Central",3979,3979,3979,3979,3979,3979,1931,1345,250,1860,1430,1001,-4216,-6558,-10939,-4499,-6218,-7936,-10363,-14462,-22128,-10859,-13867,-16875,-14461,-19732,-29587,-15099,-18966,-22833,-16510,-22366,-33317,-17218,-21515,-25812,-20608,-27635,-40776,-21458,-26614,-31770,-20608,-27635,-40776,-21458,-26614,-31770
"0.02170.7Central",697,697,697,697,697,697,-2144,-2730,-3825,-2340,-2769,-3199,-10671,-13013,-17393,-11451,-13170,-14888,-19197,-23296,-30962,-20563,-23571,-26578,-24881,-30151,-40007,-26637,-30504,-34371,-27723,-33579,-44530,-29674,-33971,-38268,-33407,-40434,-53576,-35749,-40905,-46061,-33407,-40434,-53576,-35749,-40905,-46061
"0.03170.7Central",697,697,697,697,697,697,-1748,-2333,-3428,-1881,-2310,-2740,-9084,-11427,-15807,-9616,-11335,-13053,-16421,-20520,-28186,-17352,-20360,-23367,-21312,-26582,-36438,-22509,-26376,-30243,-23758,-29614,-40565,-25087,-29384,-33681,-28649,-35676,-48817,-30244,-35401,-40557,-28649,-35676,-48817,-30244,-35401,-40557
"0.04170.7Central",697,697,697,697,697,697,-1351,-1937,-3032,-1422,-1852,-2281,-7498,-9840,-14221,-7781,-9500,-11218,-13645,-17744,-25410,-14141,-17149,-20157,-17743,-23014,-32869,-18381,-22248,-26115,-19792,-25648,-36599,-20500,-24797,-29094,-23890,-30917,-44058,-24740,-29896,-35052,-23890,-30917,-44058,-24740,-29896,-35052
"0.02200.7Central",3553,3553,3553,3553,3553,3553,712,126,-969,516,87,-343,-7815,-10157,-14537,-8595,-10314,-12032,-16341,-20440,-28106,-17707,-20715,-23722,-22025,-27295,-37151,-23781,-27648,-31515,-24867,-30723,-41674,-26818,-31115,-35412,-30551,-37578,-50720,-32893,-38049,-43205,-30551,-37578,-50720,-32893,-38049,-43205
"0.03200.7Central",3553,3553,3553,3553,3553,3553,1108,523,-572,975,546,116,-6228,-8571,-12951,-6760,-8479,-10197,-13565,-17664,-25330,-14496,-17504,-20511,-18456,-23726,-33582,-19653,-23520,-27387,-20902,-26758,-37709,-22231,-26528,-30825,-25793,-32820,-45961,-27388,-32545,-37701,-25793,-32820,-45961,-27388,-32545,-37701
"0.04200.7Central",3553,3553,3553,3553,3553,3553,1505,919,-176,1434,1004,575,-4642,-6984,-11365,-4925,-6644,-8362,-10789,-14888,-22554,-11285,-14293,-17301,-14887,-20158,-30013,-15525,-19392,-23259,-16936,-22792,-33743,-17644,-21941,-26238,-21034,-28061,-41202,-21884,-27040,-32196,-21034,-28061,-41202,-21884,-27040,-32196
"0.02230.7Central",6409,6409,6409,6409,6409,6409,3568,2982,1887,3372,2943,2513,-4959,-7301,-11681,-5739,-7458,-9176,-13485,-17584,-25250,-14851,-17859,-20866,-19169,-24439,-34295,-20925,-24792,-28659,-22011,-27867,-38818,-23962,-28259,-32556,-27695,-34722,-47864,-30037,-35193,-40349,-27695,-34722,-47864,-30037,-35193,-40349
"0.03230.7Central",6409,6409,6409,6409,6409,6409,3964,3379,2284,3831,3402,2972,-3372,-5715,-10095,-3904,-5623,-7341,-10709,-14808,-22474,-11640,-14648,-17655,-15600,-20870,-30726,-16797,-20664,-24531,-18046,-23902,-34853,-19375,-23672,-27969,-22937,-29964,-43105,-24532,-29689,-34845,-22937,-29964,-43105,-24532,-29689,-34845
